TweetID	WorkerID_1	Label1	WorkerID_2	Label2	WorkerID_3	Label3
1240817588344504320	A3GUJ6JD25FX7O	2	A3P7M9666KJCP	2	AE03LUY7RH400	3
1240838502314651648	A3GUJ6JD25FX7O	1	A3P7M9666KJCP	1	AE03LUY7RH400	1
1240839674270076928	A3P7M9666KJCP	4	A16FY9L7QTDNRW	4	AYJGJAIY0EXW	4
1240846092008222720	A3P7M9666KJCP	1	A16FY9L7QTDNRW	2	AYJGJAIY0EXW	2
1240846386741952512	A3P7M9666KJCP	3	A16FY9L7QTDNRW	2	AYJGJAIY0EXW	4
1240851634084704256	A5BMA5POGL8DW	2	A16FY9L7QTDNRW	2	A3M3HUU77NKTES	2
1240852849665269760	A5BMA5POGL8DW	2	A16FY9L7QTDNRW	2	A3M3HUU77NKTES	1
1240857437353037824	A5BMA5POGL8DW	2	A16FY9L7QTDNRW	2	A3M3HUU77NKTES	2
1240857951071436806	AYJGJAIY0EXW	5	A3GUJ6JD25FX7O	4	A5BMA5POGL8DW	2
1240869249658175494	AYJGJAIY0EXW	2	A3GUJ6JD25FX7O	2	A5BMA5POGL8DW	2
1240874462955704321	AYJGJAIY0EXW	3	A3GUJ6JD25FX7O	1	A5BMA5POGL8DW	1
1240875265355419648	A3M3HUU77NKTES	2	A5BMA5POGL8DW	2	A16FY9L7QTDNRW	4
1240881986903740416	A3M3HUU77NKTES	2	A5BMA5POGL8DW	2	A16FY9L7QTDNRW	2
1240890485410893824	A3M3HUU77NKTES	2	A5BMA5POGL8DW	2	A16FY9L7QTDNRW	2
1240890897388077057	A5BMA5POGL8DW	3	A3M3HUU77NKTES	2	A3M3HUU77NKTES	1
1240892524635381760	A5BMA5POGL8DW	2	A3M3HUU77NKTES	2	A3M3HUU77NKTES	1
1240893074638868481	A5BMA5POGL8DW	3	A3M3HUU77NKTES	2	A3M3HUU77NKTES	2
1240893516315844609	A3M3HUU77NKTES	2	A3M3HUU77NKTES	3	A5BMA5POGL8DW	1
1240893639217168384	A3M3HUU77NKTES	1	A3M3HUU77NKTES	2	A5BMA5POGL8DW	1
1240894392568692736	A3M3HUU77NKTES	2	A3M3HUU77NKTES	4	A5BMA5POGL8DW	1
1240894394183454720	A5BMA5POGL8DW	2	A3GUJ6JD25FX7O	2	A1CF6U3GF7DZEJ	2
1240898845376049152	A5BMA5POGL8DW	2	A3GUJ6JD25FX7O	2	A1CF6U3GF7DZEJ	2
1240910149419536386	A5BMA5POGL8DW	1	A3GUJ6JD25FX7O	1	A1CF6U3GF7DZEJ	1
1240911014322999297	A3EZ0H07TSDAPW	1	A16FY9L7QTDNRW	2	A3M3HUU77NKTES	2
1240911508680216576	A3EZ0H07TSDAPW	2	A16FY9L7QTDNRW	1	A3M3HUU77NKTES	2
1240917757752791040	A3EZ0H07TSDAPW	1	A16FY9L7QTDNRW	2	A3M3HUU77NKTES	3
1240930242018963456	A3M3HUU77NKTES	2	A16FY9L7QTDNRW	4	AYJGJAIY0EXW	4
1240932051529818112	A3M3HUU77NKTES	2	A16FY9L7QTDNRW	3	AYJGJAIY0EXW	4
1240932901362925579	A3M3HUU77NKTES	2	A16FY9L7QTDNRW	4	AYJGJAIY0EXW	4
1240938005507870720	A3M3HUU77NKTES	2	A3M3HUU77NKTES	2	A5BMA5POGL8DW	1
1240942108363468801	A3M3HUU77NKTES	1	A3M3HUU77NKTES	2	A5BMA5POGL8DW	1
1240944753484554240	A3M3HUU77NKTES	3	A3M3HUU77NKTES	2	A5BMA5POGL8DW	1
1240945714764509185	A3M3HUU77NKTES	1	A3M3HUU77NKTES	1	A5BMA5POGL8DW	1
1240947690835345408	A3M3HUU77NKTES	1	A3M3HUU77NKTES	2	A5BMA5POGL8DW	1
1240956130529951744	A3M3HUU77NKTES	1	A3M3HUU77NKTES	1	A5BMA5POGL8DW	1
1240959783445774336	A3M3HUU77NKTES	2	A3M3HUU77NKTES	2	A16FY9L7QTDNRW	4
1240959989474181120	A3M3HUU77NKTES	2	A3M3HUU77NKTES	2	A16FY9L7QTDNRW	2
1240961303830618112	A3M3HUU77NKTES	3	A3M3HUU77NKTES	2	A16FY9L7QTDNRW	1
1240976145966706688	A5BMA5POGL8DW	2	A3M3HUU77NKTES	1	A1CF6U3GF7DZEJ	4
1240995401064312832	A5BMA5POGL8DW	2	A3M3HUU77NKTES	1	A1CF6U3GF7DZEJ	1
1241098962532044800	A5BMA5POGL8DW	2	A3M3HUU77NKTES	1	A1CF6U3GF7DZEJ	1
1241100812023205889	A5BMA5POGL8DW	1	A3M3HUU77NKTES	2	A3M3HUU77NKTES	2
1241105842671210496	A5BMA5POGL8DW	1	A3M3HUU77NKTES	2	A3M3HUU77NKTES	2
1241109610922008576	A5BMA5POGL8DW	1	A3M3HUU77NKTES	2	A3M3HUU77NKTES	2
1241111592499994624	A3M3HUU77NKTES	1	A3M3HUU77NKTES	1	A3M3HUU77NKTES	2
1241127767384543236	A3M3HUU77NKTES	1	A3M3HUU77NKTES	3	A3M3HUU77NKTES	3
1241133460187561984	A3M3HUU77NKTES	2	A3M3HUU77NKTES	3	A3M3HUU77NKTES	2
1241145145992433664	AWIPMIAD5U5MP	4	A3M3HUU77NKTES	2	A1CF6U3GF7DZEJ	2
