id_str	WorkerID_1	Label1	WorkerID_2	Label2	WorkerID_3	Label3
5cf83b7244578a0664cef15d	A13U35U1PDLQDK	1	AI6VJYDFQ90ME	1	A27VBVMMEX9GJB	1
5cf83b7444578a0664cf472c	A13U35U1PDLQDK	2	AI6VJYDFQ90ME	1	AI6VJYDFQ90ME	1
5cf83b7444578a0664cf58e8	A13U35U1PDLQDK	1	AI6VJYDFQ90ME	1	AI6VJYDFQ90ME	1
5cf83b7744578a0664cfd432	A13U35U1PDLQDK	3	A3GUJ6JD25FX7O	1	A3CFNUD7VR2E1E	1
5cf83b7e44578a0664d0d23b	A13U35U1PDLQDK	1	AI6VJYDFQ90ME	2	A35EI6GDSC0EY8	2
5cf83b8c44578a0664d2f8fb	A13U35U1PDLQDK	1	AI6VJYDFQ90ME	1	A2UF2FRGVW4T89	2
5cf83b8e44578a0664d35d68	A13U35U1PDLQDK	1	AFS04JY1ZARXK	2	A27VBVMMEX9GJB	1
5cf83b9544578a0664d4639e	A13U35U1PDLQDK	3	A27VBVMMEX9GJB	2	AI6VJYDFQ90ME	1
5cf83b9b44578a0664d5482f	A13U35U1PDLQDK	1	AFS04JY1ZARXK	1	A3QZMGTVA4VO44	4
5cf83b9d44578a0664d58d18	A13U35U1PDLQDK	1	A27VBVMMEX9GJB	2	AM2W23THD4CI7	2
5cf83ba344578a0664d67efb	A13U35U1PDLQDK	4	A2UF2FRGVW4T89	4	A3CFNUD7VR2E1E	4
5cf83ba944578a0664d7798a	A13U35U1PDLQDK	5	AI6VJYDFQ90ME	3	AI6VJYDFQ90ME	3
5cf83ba944578a0664d77ea1	A13U35U1PDLQDK	1	AI6VJYDFQ90ME	1	A3GUJ6JD25FX7O	1
5cf83bac44578a0664d7fb41	A13U35U1PDLQDK	1	AFIIFNK4FM7MZ	1	A2UF2FRGVW4T89	1
5cf83bad44578a0664d8239a	A13U35U1PDLQDK	2	A3CFNUD7VR2E1E	2	A3AJR1PM02424Y	1
5cf83bb544578a0664d97e2d	A13U35U1PDLQDK	4	A35EI6GDSC0EY8	4	A3AJR1PM02424Y	4
5cf83bbc44578a0664daa11c	A13U35U1PDLQDK	1	AI6VJYDFQ90ME	1	A2UF2FRGVW4T89	1
5cf83bbf44578a0664db3181	A13U35U1PDLQDK	1	AFS04JY1ZARXK	1	A27VBVMMEX9GJB	1
5cf83bc944578a0664dcedb3	A13U35U1PDLQDK	1	A27VBVMMEX9GJB	2	ALJBVO9XK6O99	1
5cf83bcc44578a0664dd61a4	A13U35U1PDLQDK	3	A8TIL9U6YHG5	4	A3GUJ6JD25FX7O	4
5cf83bd744578a0664df1aaf	A13U35U1PDLQDK	3	A3GUJ6JD25FX7O	1	AI6VJYDFQ90ME	3
5cf83bec44578a0664e25427	A13U35U1PDLQDK	1	AI6VJYDFQ90ME	1	A3CFNUD7VR2E1E	1
5cf83bed44578a0664e29eb5	A13U35U1PDLQDK	1	A3QZMGTVA4VO44	3	A27VBVMMEX9GJB	1
5cf83bf344578a0664e37e70	A13U35U1PDLQDK	1	A8TIL9U6YHG5	1	AI6VJYDFQ90ME	4
5cf83bf844578a0664e435d7	A13U35U1PDLQDK	2	AXFESYBQ21CVX	4	AI6VJYDFQ90ME	4
5cf83bf944578a0664e44f4d	A13U35U1PDLQDK	3	ABNJZG6Q8TVDQ	3	AI6VJYDFQ90ME	3
5cf83bfc44578a0664e4d785	A13U35U1PDLQDK	3	AFS04JY1ZARXK	3	ALJBVO9XK6O99	3
5cf83c0044578a0664e56528	A13U35U1PDLQDK	3	AI6VJYDFQ90ME	2	A35EI6GDSC0EY8	4
5cf83c0244578a0664e5a9d5	A13U35U1PDLQDK	3	A2UF2FRGVW4T89	3	ABNJZG6Q8TVDQ	3
5cf83c0644578a0664e63795	A13U35U1PDLQDK	3	AI6VJYDFQ90ME	3	AJ2H4FUPQKF9E	3
5cf83c0944578a0664e6ae46	A13U35U1PDLQDK	3	A2UF2FRGVW4T89	4	AI6VJYDFQ90ME	4
5cf83c1444578a0664e87064	A13U35U1PDLQDK	1	A27VBVMMEX9GJB	1	AI6VJYDFQ90ME	4
5cf83c1644578a0664e8cf27	A13U35U1PDLQDK	1	ABNJZG6Q8TVDQ	3	A27VBVMMEX9GJB	2
5cf83c1744578a0664e91070	A13U35U1PDLQDK	1	AJ2H4FUPQKF9E	1	ABNJZG6Q8TVDQ	1
5cf83c1c44578a0664e9e4a2	A13U35U1PDLQDK	1	A2B6374OK8RXI9	3	A3GUJ6JD25FX7O	1
5cf83c1d44578a0664ea03ba	A13U35U1PDLQDK	2	ALJBVO9XK6O99	2	AFS04JY1ZARXK	2
5cf83c1d44578a0664ea12f7	A13U35U1PDLQDK	3	AI6VJYDFQ90ME	4	AI6VJYDFQ90ME	2
5cf83c1f44578a0664ea4993	A13U35U1PDLQDK	1	A3CFNUD7VR2E1E	1	A2UF2FRGVW4T89	1
