id_str	WorkerID_1	Label1	WorkerID_2	Label2	WorkerID_3	Label3
5ece8125f46b2b34fcc18c76	A3GUJ6JD25FX7O	2	AM2W23THD4CI7	4	A3CFNUD7VR2E1E	5
5ece8125f46b2b34fcc1b735	A3GUJ6JD25FX7O	2	AM2W23THD4CI7	2	A3CFNUD7VR2E1E	4
5ece812ef46b2b34fcc396db	AM2W23THD4CI7	1	AM2W23THD4CI7	1	A16FY9L7QTDNRW	2
5ece8132f46b2b34fcc45715	AM2W23THD4CI7	3	AM2W23THD4CI7	3	A16FY9L7QTDNRW	4
5ece8137f46b2b34fcc572c9	AM2W23THD4CI7	1	AM2W23THD4CI7	1	A16FY9L7QTDNRW	2
5ece813df46b2b34fcc6b98c	A3CFNUD7VR2E1E	4	A3CFNUD7VR2E1E	4	A16FY9L7QTDNRW	5
5ece8143f46b2b34fcc7dfb2	A3CFNUD7VR2E1E	4	A3CFNUD7VR2E1E	4	A16FY9L7QTDNRW	4
5ece8144f46b2b34fcc81b87	A3CFNUD7VR2E1E	5	A3CFNUD7VR2E1E	2	A16FY9L7QTDNRW	2
5ece8146f46b2b34fcc88661	AM2W23THD4CI7	4	A2TUNPP2GOQ1N3	4	A16FY9L7QTDNRW	2
5ece8147f46b2b34fcc8cebf	AM2W23THD4CI7	1	A2TUNPP2GOQ1N3	2	A16FY9L7QTDNRW	1
5ece814bf46b2b34fcc9775b	AM2W23THD4CI7	1	A2TUNPP2GOQ1N3	4	A16FY9L7QTDNRW	1
5ece8150f46b2b34fcca6a23	A2WNW8A4MOR7T7	2	A2UF2FRGVW4T89	2	A2UF2FRGVW4T89	2
5ece8154f46b2b34fccb3512	A2WNW8A4MOR7T7	2	A2UF2FRGVW4T89	2	A2UF2FRGVW4T89	2
5ece8169f46b2b34fccf38a8	A2WNW8A4MOR7T7	4	A2UF2FRGVW4T89	4	A2UF2FRGVW4T89	4
5ece816ff46b2b34fcd045aa	A2TUNPP2GOQ1N3	4	A2UF2FRGVW4T89	4	A3CFNUD7VR2E1E	1
5ece816ff46b2b34fcd04de2	A2TUNPP2GOQ1N3	4	A2UF2FRGVW4T89	4	A3CFNUD7VR2E1E	1
5ece8170f46b2b34fcd0868b	A2TUNPP2GOQ1N3	2	A2UF2FRGVW4T89	2	A3CFNUD7VR2E1E	4
5ece8174f46b2b34fcd112f4	A3CFNUD7VR2E1E	4	A16FY9L7QTDNRW	2	A3GUJ6JD25FX7O	4
5ece8174f46b2b34fcd11466	A3CFNUD7VR2E1E	4	A16FY9L7QTDNRW	2	A3GUJ6JD25FX7O	2
5ece8175f46b2b34fcd15499	A3CFNUD7VR2E1E	2	A16FY9L7QTDNRW	2	A3GUJ6JD25FX7O	1
5ece8184f46b2b34fcd41ca1	A16FY9L7QTDNRW	1	A16FY9L7QTDNRW	1	AM2W23THD4CI7	1
5ece8188f46b2b34fcd4cb29	A16FY9L7QTDNRW	2	A16FY9L7QTDNRW	2	AM2W23THD4CI7	4
5ece818df46b2b34fcd5b187	A16FY9L7QTDNRW	1	A16FY9L7QTDNRW	2	AM2W23THD4CI7	2
5ece8196f46b2b34fcd71445	A16FY9L7QTDNRW	1	A3GUJ6JD25FX7O	1	A16FY9L7QTDNRW	3
5ece8196f46b2b34fcd71b1b	A16FY9L7QTDNRW	4	A3GUJ6JD25FX7O	2	A16FY9L7QTDNRW	4
5ece8197f46b2b34fcd745c2	A16FY9L7QTDNRW	4	A3GUJ6JD25FX7O	1	A16FY9L7QTDNRW	4
5ece8199f46b2b34fcd77c94	A2UF2FRGVW4T89	4	A3CFNUD7VR2E1E	4	A16FY9L7QTDNRW	4
5ece819af46b2b34fcd7b79a	A2UF2FRGVW4T89	2	A3CFNUD7VR2E1E	4	A16FY9L7QTDNRW	2
5ece81a5f46b2b34fcd93d8d	A2UF2FRGVW4T89	2	A3CFNUD7VR2E1E	4	A16FY9L7QTDNRW	2
5ece81a8f46b2b34fcd9a1b3	A16FY9L7QTDNRW	1	A3GUJ6JD25FX7O	1	AM2W23THD4CI7	2
5ece81a8f46b2b34fcd9a753	A16FY9L7QTDNRW	1	A3GUJ6JD25FX7O	1	AM2W23THD4CI7	1
5ece81a9f46b2b34fcd9bf28	A16FY9L7QTDNRW	1	A3GUJ6JD25FX7O	1	AM2W23THD4CI7	1
5ece81b0f46b2b34fcdaa057	A2LN42YO5UY41W	1	A16FY9L7QTDNRW	1	A2UF2FRGVW4T89	2
5ece81b2f46b2b34fcdad673	A2LN42YO5UY41W	1	A16FY9L7QTDNRW	2	A2UF2FRGVW4T89	2
5ece81b7f46b2b34fcdb6c4b	A2LN42YO5UY41W	3	A16FY9L7QTDNRW	4	A2UF2FRGVW4T89	4
5ece81baf46b2b34fcdbd9a2	A16FY9L7QTDNRW	4	A16FY9L7QTDNRW	4	A16FY9L7QTDNRW	4
5ece81bef46b2b34fcdc74e5	A16FY9L7QTDNRW	3	A16FY9L7QTDNRW	4	A16FY9L7QTDNRW	4
5ece81bef46b2b34fcdc870d	A16FY9L7QTDNRW	3	A16FY9L7QTDNRW	4	A16FY9L7QTDNRW	4
5ece81c2f46b2b34fcdd2932	A2UF2FRGVW4T89	4	A3EYNNVOXNBWQU	4	A16FY9L7QTDNRW	2
5ece81c5f46b2b34fcdd8e44	A2UF2FRGVW4T89	1	A3EYNNVOXNBWQU	2	A16FY9L7QTDNRW	2
5ece81c7f46b2b34fcddfe5b	A2UF2FRGVW4T89	4	A3EYNNVOXNBWQU	4	A16FY9L7QTDNRW	2
5ece81c9f46b2b34fcde404e	A16FY9L7QTDNRW	4	A16FY9L7QTDNRW	2	A3GUJ6JD25FX7O	4
5ece81cef46b2b34fcdf08ee	A16FY9L7QTDNRW	2	A16FY9L7QTDNRW	2	A3GUJ6JD25FX7O	2
5ece81d2f46b2b34fcdf7ca7	A16FY9L7QTDNRW	4	A16FY9L7QTDNRW	2	A3GUJ6JD25FX7O	4
5ece81d3f46b2b34fcdfadcc	A16FY9L7QTDNRW	2	AM2W23THD4CI7	2	AM2W23THD4CI7	2
5ece81d5f46b2b34fce00aef	A16FY9L7QTDNRW	2	AM2W23THD4CI7	2	AM2W23THD4CI7	2
5ece81dcf46b2b34fce10096	A16FY9L7QTDNRW	2	AM2W23THD4CI7	2	AM2W23THD4CI7	2
5ece81e5f46b2b34fce279ed	A2UF2FRGVW4T89	4	A3CFNUD7VR2E1E	4	A16FY9L7QTDNRW	4
5ece81e7f46b2b34fce30247	A2UF2FRGVW4T89	2	A3CFNUD7VR2E1E	1	A16FY9L7QTDNRW	2
5ece81e9f46b2b34fce35b56	A2UF2FRGVW4T89	4	A3CFNUD7VR2E1E	4	A16FY9L7QTDNRW	4
5ece81edf46b2b34fce41eef	A2WNW8A4MOR7T7	1	A2UF2FRGVW4T89	2	A16FY9L7QTDNRW	2
5ece81f2f46b2b34fce4edfa	A2WNW8A4MOR7T7	4	A2UF2FRGVW4T89	5	A16FY9L7QTDNRW	4
5ece81f2f46b2b34fce50f15	A2WNW8A4MOR7T7	2	A2UF2FRGVW4T89	2	A16FY9L7QTDNRW	2
5ece8203f46b2b34fce8258f	A2UF2FRGVW4T89	4	A16FY9L7QTDNRW	1	A2WNW8A4MOR7T7	2
5ece820af46b2b34fce979f3	A2UF2FRGVW4T89	2	A16FY9L7QTDNRW	2	A2WNW8A4MOR7T7	2
5ece820cf46b2b34fce9ecf3	A2UF2FRGVW4T89	4	A16FY9L7QTDNRW	2	A2WNW8A4MOR7T7	4
5ece820ff46b2b34fcea6573	A1O4TRWZO664V3	2	A3CFNUD7VR2E1E	1	A2UF2FRGVW4T89	2
5ece8213f46b2b34fceb3388	A1O4TRWZO664V3	3	A3CFNUD7VR2E1E	4	A2UF2FRGVW4T89	4
5ece8215f46b2b34fceb83c7	A1O4TRWZO664V3	1	A3CFNUD7VR2E1E	1	A2UF2FRGVW4T89	1
5ece821af46b2b34fcec6180	AM2W23THD4CI7	2	AM2W23THD4CI7	2	A3CFNUD7VR2E1E	4
5ece821af46b2b34fcec77c7	AM2W23THD4CI7	4	AM2W23THD4CI7	4	A3CFNUD7VR2E1E	4
5ece8223f46b2b34fcee13c7	AM2W23THD4CI7	2	AM2W23THD4CI7	2	A3CFNUD7VR2E1E	4
5ece8226f46b2b34fceea11f	A1O4TRWZO664V3	4	AM2W23THD4CI7	4	AM2W23THD4CI7	4
