id_str	WorkerID_1	Label1	WorkerID_2	Label2	WorkerID_3	Label3
1241808428776984576	A2WNW8A4MOR7T7	1	A681XM15AN28F	0	A3GUJ6JD25FX7O	1
1262048948702842886	A2WNW8A4MOR7T7	0	A681XM15AN28F	0	A3GUJ6JD25FX7O	0
1241365684174585856	A681XM15AN28F	0	A16FY9L7QTDNRW	0	A5BMA5POGL8DW	0
1246574259553669122	A681XM15AN28F	0	A16FY9L7QTDNRW	0	A5BMA5POGL8DW	1
1261957219547054080	A681XM15AN28F	0	A16FY9L7QTDNRW	0	A5BMA5POGL8DW	1
1157565372423270404	A3M3HUU77NKTES	1	A5BMA5POGL8DW	0	A681XM15AN28F	0
1258255136704598016	A3M3HUU77NKTES	0	A5BMA5POGL8DW	1	A681XM15AN28F	0
1263833281977556993	A3M3HUU77NKTES	0	A5BMA5POGL8DW	1	A681XM15AN28F	0
1197297754692829187	A5BMA5POGL8DW	1	A3GUJ6JD25FX7O	1	A16FY9L7QTDNRW	1
1158091304049553410	A5BMA5POGL8DW	0	A3GUJ6JD25FX7O	1	A16FY9L7QTDNRW	1
1157616725233324032	A5BMA5POGL8DW	0	A3GUJ6JD25FX7O	0	A16FY9L7QTDNRW	0
1155214120561651714	A681XM15AN28F	0	A5BMA5POGL8DW	0	A681XM15AN28F	0
1231785441034153987	A681XM15AN28F	1	A5BMA5POGL8DW	1	A681XM15AN28F	0
1162424908938448896	A681XM15AN28F	0	A5BMA5POGL8DW	1	A681XM15AN28F	0
1241705950161047555	A681XM15AN28F	0	A681XM15AN28F	0	A5BMA5POGL8DW	0
1196516951289405440	A681XM15AN28F	0	A681XM15AN28F	0	A5BMA5POGL8DW	0
1186749194473742336	A681XM15AN28F	0	A681XM15AN28F	1	A5BMA5POGL8DW	0
1258383294380548096	A681XM15AN28F	0	A3M3HUU77NKTES	0	A16FY9L7QTDNRW	0
1247164822166179840	A681XM15AN28F	0	A3M3HUU77NKTES	1	A16FY9L7QTDNRW	0
1204483181170298883	A681XM15AN28F	0	A3M3HUU77NKTES	0	A16FY9L7QTDNRW	0
1258669709718847488	A681XM15AN28F	0	A5BMA5POGL8DW	1	A681XM15AN28F	0
1210623846862270464	A681XM15AN28F	0	A5BMA5POGL8DW	1	A681XM15AN28F	0
1157580613504950272	A681XM15AN28F	0	A5BMA5POGL8DW	1	A681XM15AN28F	0
1263805897995845633	A681XM15AN28F	0	A16FY9L7QTDNRW	1	A3GUJ6JD25FX7O	1
1235196148580855810	A681XM15AN28F	0	A16FY9L7QTDNRW	0	A3GUJ6JD25FX7O	1
1258686771250057216	A681XM15AN28F	0	A16FY9L7QTDNRW	1	A3GUJ6JD25FX7O	1
1231881742782541824	A681XM15AN28F	0	A681XM15AN28F	0	A5BMA5POGL8DW	1
1241664563986259970	A681XM15AN28F	0	A681XM15AN28F	0	A5BMA5POGL8DW	0
1210996448805961734	A681XM15AN28F	0	A681XM15AN28F	0	A5BMA5POGL8DW	1
1247289817014165514	A5BMA5POGL8DW	1	A681XM15AN28F	0	A681XM15AN28F	0
1241507516896468994	A5BMA5POGL8DW	1	A681XM15AN28F	0	A681XM15AN28F	0
1265891249137111040	A5BMA5POGL8DW	0	A681XM15AN28F	0	A681XM15AN28F	0
1262135165180153856	A5BMA5POGL8DW	1	A5BMA5POGL8DW	1	A5BMA5POGL8DW	1
1258041300592537603	A5BMA5POGL8DW	0	A5BMA5POGL8DW	1	A5BMA5POGL8DW	1
1184580193027014656	A5BMA5POGL8DW	0	A5BMA5POGL8DW	1	A5BMA5POGL8DW	1
1210682262800519169	AXQWKUJF7SQXP	1	A681XM15AN28F	0	A681XM15AN28F	0
1210476219499786240	AXQWKUJF7SQXP	0	A681XM15AN28F	0	A681XM15AN28F	0
1245619842746466310	AXQWKUJF7SQXP	1	A681XM15AN28F	0	A681XM15AN28F	0
1184543542934413312	A5BMA5POGL8DW	1	A5BMA5POGL8DW	1	A16FY9L7QTDNRW	1
1236355726735523846	A5BMA5POGL8DW	1	A5BMA5POGL8DW	1	A16FY9L7QTDNRW	0
1262155182990938117	A5BMA5POGL8DW	0	A5BMA5POGL8DW	0	A16FY9L7QTDNRW	0
1247194838480703491	A16FY9L7QTDNRW	0	A16FY9L7QTDNRW	1	A681XM15AN28F	0
1265931966198800386	A16FY9L7QTDNRW	1	A16FY9L7QTDNRW	1	A681XM15AN28F	0
1220631839204954112	A16FY9L7QTDNRW	1	A16FY9L7QTDNRW	1	A681XM15AN28F	0
