id_str	WorkerID_1	Label1	WorkerID_2	Label2	WorkerID_3	Label3
1174532023437840384	AE03LUY7RH400	0	AE03LUY7RH400	1	AE03LUY7RH400	0
1197614458337665031	AE03LUY7RH400	0	AE03LUY7RH400	0	AE03LUY7RH400	0
1155566006137491457	AE03LUY7RH400	0	AI6VJYDFQ90ME	0	AP2HL1DHHBIC6	0
1197849431267270657	AE03LUY7RH400	1	AI6VJYDFQ90ME	0	AP2HL1DHHBIC6	1
1232090855508455424	AXQWKUJF7SQXP	0	AI6VJYDFQ90ME	0	AE03LUY7RH400	0
1174493063672139776	AXQWKUJF7SQXP	0	AI6VJYDFQ90ME	0	AE03LUY7RH400	0
1197203704648228865	AXQWKUJF7SQXP	1	AI6VJYDFQ90ME	0	AE03LUY7RH400	0
1197626422703087618	AXQWKUJF7SQXP	1	A2WNW8A4MOR7T7	0	A3GUJ6JD25FX7O	1
1174564821854912512	AXQWKUJF7SQXP	1	A2WNW8A4MOR7T7	1	A3GUJ6JD25FX7O	1
1263819501935702018	AXQWKUJF7SQXP	0	A2WNW8A4MOR7T7	1	A3GUJ6JD25FX7O	1
1273314942553337856	A3P7M9666KJCP	0	A3CFNUD7VR2E1E	0	AE03LUY7RH400	0
1202013482918567937	A3P7M9666KJCP	0	A3CFNUD7VR2E1E	0	AE03LUY7RH400	1
1235027430651260928	A3P7M9666KJCP	0	A3CFNUD7VR2E1E	1	AE03LUY7RH400	1
1196484843883913216	A3GUJ6JD25FX7O	1	AE03LUY7RH400	0	A3CFNUD7VR2E1E	0
1232030333006163970	A3GUJ6JD25FX7O	1	AE03LUY7RH400	1	A3CFNUD7VR2E1E	1
1240986555403112448	A3GUJ6JD25FX7O	1	AE03LUY7RH400	0	A3CFNUD7VR2E1E	1
1197814902703972354	A5BMA5POGL8DW	1	A1CF6U3GF7DZEJ	0	A681XM15AN28F	0
1196561817356648449	A5BMA5POGL8DW	1	A1CF6U3GF7DZEJ	1	A681XM15AN28F	1
1155571047422418944	A5BMA5POGL8DW	0	A1CF6U3GF7DZEJ	0	A681XM15AN28F	0
